Time,Deal,Symbol,Type,Direction,Volume,Price,Order,Commission,Fee,Swap,Profit,Balance
2024.12.02 06:42:17,20331065905,,balance,,,,,0,0,0,31.81,31.81
2024.12.02 08:16:09,20331121120,Boom 1000 Index,buy,in,0.2,20702.076,20298211332,0,0,0,0,31.81
2024.12.02 08:16:10,20331121125,Boom 1000 Index,buy,in,0.2,20702.066,20298211347,0,0,0,0,31.81
2024.12.02 08:16:12,20331121171,Boom 1000 Index,buy,in,0.2,20702.022,20298211388,0,0,0,0,31.81
2024.12.02 08:16:13,20331121182,Boom 1000 Index,buy,in,0.2,20701.994,20298211394,0,0,0,0,31.81
2024.12.02 08:34:05,20331133574,Boom 1000 Index,sell,out,0.2,20678.65,20298223559,0,0,0,-4.69,27.12
2024.12.02 08:37:24,20331135710,Boom 1000 Index,sell,out,0.2,20674.539,20298225670,0,0,0,-5.51,21.61
2024.12.02 08:37:25,20331135720,Boom 1000 Index,sell,out,0.2,20674.531,20298225675,0,0,0,-5.5,16.11
2024.12.02 08:37:26,20331135724,Boom 1000 Index,sell,out,0.2,20674.523,20298225681,0,0,0,-5.49,10.62
2024.12.02 10:25:45,20331211488,Boom 1000 Index,buy,in,0.2,20648.136,20298251093,0,0,0,0,10.62
2024.12.02 10:42:22,20331223397,Boom 1000 Index,sell,out,0.2,20625.958,20298312094,0,0,0,-4.44,6.18
2024.12.02 15:43:09,20331451852,,balance,,,,,0,0,0,43.48,49.66
2024.12.03 07:46:07,20331942679,Boom 1000 Index,buy,in,0.2,20466.447,20299004185,0,0,0,0,49.66
2024.12.03 07:46:12,20331942733,Boom 1000 Index,buy,in,0.2,20466.357,20299004265,0,0,0,0,49.66
2024.12.03 07:46:16,20331942794,Boom 1000 Index,buy,in,0.2,20466.276,20299004318,0,0,0,0,49.66
2024.12.03 07:46:21,20331942862,Boom 1000 Index,buy,in,0.2,20466.161,20299004390,0,0,0,0,49.66
2024.12.03 08:11:48,20331961411,Boom 1000 Index,sell,out,0.2,20469.78,20299022526,0,0,0,0.67,50.33
2024.12.03 08:11:50,20331961438,Boom 1000 Index,sell,out,0.2,20469.738,20299022537,0,0,0,0.68,51.01
2024.12.03 08:11:52,20331961450,Boom 1000 Index,sell,out,0.2,20469.693,20299022552,0,0,0,0.68,51.69
2024.12.03 08:11:53,20331961463,Boom 1000 Index,sell,out,0.2,20469.689,20299022573,0,0,0,0.71,52.4
2024.12.03 08:13:24,20331962586,Boom 1000 Index,buy,in,0.2,20486.361,20299023681,0,0,0,0,52.4
2024.12.03 08:13:26,20331962642,Boom 1000 Index,buy,in,0.2,20486.322,20299023734,0,0,0,0,52.4
2024.12.03 08:13:29,20331962686,Boom 1000 Index,buy,in,0.2,20486.209,20299023775,0,0,0,0,52.4
2024.12.03 08:13:31,20331962706,Boom 1000 Index,buy,in,0.2,20486.167,20299023795,0,0,0,0,52.4
2024.12.03 09:17:11,20332009539,Boom 1000 Index,sell,out,0.2,20498.078,20299069894,0,0,0,2.34,54.74
2024.12.03 09:17:11,20332009540,Boom 1000 Index,sell,out,0.2,20498.078,20299069895,0,0,0,2.35,57.09
2024.12.03 09:17:11,20332009541,Boom 1000 Index,sell,out,0.2,20498.078,20299069896,0,0,0,2.37,59.46
2024.12.03 09:17:11,20332009542,Boom 1000 Index,sell,out,0.2,20498.078,20299069897,0,0,0,2.38,61.84
2024.12.03 09:17:41,20332010019,Boom 1000 Index,buy,in,0.2,20551.698,20299070351,0,0,0,0,61.84
2024.12.03 09:17:42,20332010026,Boom 1000 Index,buy,in,0.2,20551.658,20299070366,0,0,0,0,61.84
2024.12.03 09:17:43,20332010045,Boom 1000 Index,buy,in,0.2,20551.638,20299070375,0,0,0,0,61.84
2024.12.03 09:17:44,20332010056,Boom 1000 Index,buy,in,0.2,20551.61,20299070383,0,0,0,0,61.84
2024.12.03 09:18:49,20332010890,Boom 1000 Index,sell,out,0.2,20548.485,20299071186,0,0,0,-0.64,61.2
2024.12.03 09:18:49,20332010891,Boom 1000 Index,sell,out,0.2,20548.485,20299071188,0,0,0,-0.63,60.57
2024.12.03 09:18:49,20332010892,Boom 1000 Index,sell,out,0.2,20548.485,20299071189,0,0,0,-0.63,59.94
2024.12.03 09:18:49,20332010893,Boom 1000 Index,sell,out,0.2,20548.485,20299071190,0,0,0,-0.63,59.31
2024.12.03 11:06:21,20332092599,Boom 900 Index,buy,in,0.2,9785.564,20299146752,0,0,0,0,59.31
2024.12.03 11:06:23,20332092623,Boom 900 Index,buy,in,0.2,9785.538,20299146768,0,0,0,0,59.31
2024.12.03 11:06:25,20332092641,Boom 900 Index,buy,in,0.2,9785.494,20299146785,0,0,0,0,59.31
2024.12.03 11:24:59,20332106735,Boom 900 Index,buy,in,1,9772.785,20299106306,0,0,0,0,59.31
2024.12.03 11:29:55,20332109693,Boom 900 Index,sell,out,1,9769.051,20299162481,0,0,0,-3.73,55.58
2024.12.03 11:59:40,20332131939,Crash 500 Index,buy,in,0.2,4301.748,20299184509,0,0,0,0,55.58
2024.12.03 12:01:17,20332133437,Boom 900 Index,buy,in,0.2,9784.948,20299186008,0,0,0,0,55.58
2024.12.03 12:01:18,20332133459,Boom 900 Index,buy,in,0.2,9784.944,20299186023,0,0,0,0,55.58
2024.12.03 12:01:19,20332133461,Boom 900 Index,buy,in,0.2,9784.933,20299186036,0,0,0,0,55.58
2024.12.03 12:01:20,20332133472,Boom 900 Index,buy,in,0.2,9784.93,20299186042,0,0,0,0,55.58
2024.12.03 12:12:33,20332142935,Crash 500 Index,sell,out,0.2,4291.954,20299195401,0,0,0,-1.96,53.62
2024.12.03 13:18:44,20332199664,Boom 900 Index,sell,out,0.2,9760.329,20299248453,0,0,0,-5.05,48.57
2024.12.03 13:18:44,20332199665,Boom 900 Index,sell,out,0.2,9760.329,20299248454,0,0,0,-5.04,43.53
2024.12.03 13:18:44,20332199666,Boom 900 Index,sell,out,0.2,9760.329,20299248455,0,0,0,-5.03,38.5
2024.12.03 13:18:44,20332199667,Boom 900 Index,sell,out,0.2,9760.329,20299248456,0,0,0,-4.92,33.58
2024.12.03 13:18:44,20332199668,Boom 900 Index,sell,out,0.2,9760.329,20299248457,0,0,0,-4.92,28.66
2024.12.03 13:18:44,20332199669,Boom 900 Index,sell,out,0.2,9760.329,20299248458,0,0,0,-4.92,23.74
2024.12.03 13:18:44,20332199670,Boom 900 Index,sell,out,0.2,9760.329,20299248459,0,0,0,-4.92,18.82
2024.12.03 18:45:25,20332428822,,balance,,,,,0,0,0,27.72,46.54
2024.12.03 20:15:01,20332491015,Boom 1000 Index,buy,in,0.2,20517.636,20299459602,0,0,0,0,46.54
2024.12.03 20:15:21,20332491288,Boom 1000 Index,buy,in,0.2,20517.078,20299459475,0,0,0,0,46.54
2024.12.03 20:15:29,20332491347,Boom 1000 Index,buy,in,0.2,20516.885,20299459338,0,0,0,0,46.54
2024.12.04 07:04:36,20332778757,Boom 1000 Index,sell,out,0.2,20583.101,20299807407,0,0,-2.29,13.09,57.34
2024.12.04 07:04:50,20332778894,Boom 1000 Index,sell,out,0.2,20582.822,20299807550,0,0,-2.29,13.19,68.24
2024.12.04 07:04:55,20332779003,Boom 1000 Index,sell,out,0.2,20582.674,20299807648,0,0,-2.29,13.12,79.07
2024.12.04 11:24:58,20332967424,Boom 900 Index,buy,in,0.2,9773.88,20299986499,0,0,0,0,79.07
2024.12.04 11:24:59,20332967443,Boom 900 Index,buy,in,0.2,9773.862,20299986511,0,0,0,0,79.07
2024.12.04 11:24:59,20332967444,Boom 900 Index,buy,in,0.2,9773.862,20299986516,0,0,0,0,79.07
2024.12.04 11:25:00,20332967454,Boom 900 Index,buy,in,0.2,9773.862,20299986526,0,0,0,0,79.07
2024.12.04 11:25:00,20332967458,Boom 900 Index,buy,in,0.2,9773.862,20299986528,0,0,0,0,79.07
2024.12.04 11:25:06,20332967541,Boom 900 Index,buy,in,0.2,9773.791,20299986608,0,0,0,0,79.07
2024.12.04 11:25:08,20332967564,Boom 900 Index,buy,in,0.2,9773.779,20299986628,0,0,0,0,79.07
2024.12.04 11:25:09,20332967570,Boom 900 Index,buy,in,0.2,9773.762,20299986637,0,0,0,0,79.07
2024.12.04 11:25:20,20332967667,Boom 900 Index,buy,in,0.2,9773.665,20299986730,0,0,0,0,79.07
2024.12.04 11:25:23,20332967710,Boom 900 Index,buy,in,0.2,9773.633,20299986770,0,0,0,0,79.07
2024.12.04 12:11:42,20333002968,Boom 900 Index,sell,out,0.2,9778.064,20300018822,0,0,0,0.84,79.91
2024.12.04 12:11:43,20333002980,Boom 900 Index,sell,out,0.2,9778.055,20300018830,0,0,0,0.84,80.75
2024.12.04 12:11:44,20333002991,Boom 900 Index,sell,out,0.2,9778.04,20300018836,0,0,0,0.84,81.59
2024.12.04 12:11:45,20333002998,Boom 900 Index,sell,out,0.2,9778.024,20300018844,0,0,0,0.83,82.42
2024.12.04 12:11:46,20333003002,Boom 900 Index,sell,out,0.2,9778.017,20300018853,0,0,0,0.83,83.25
2024.12.04 12:11:47,20333003013,Boom 900 Index,sell,out,0.2,9777.999,20300018863,0,0,0,0.84,84.09
2024.12.04 12:11:48,20333003023,Boom 900 Index,sell,out,0.2,9777.995,20300018878,0,0,0,0.84,84.93
2024.12.04 12:11:49,20333003050,Boom 900 Index,sell,out,0.2,9777.992,20300018892,0,0,0,0.85,85.78
2024.12.04 12:11:50,20333003061,Boom 900 Index,sell,out,0.2,9777.99,20300018903,0,0,0,0.87,86.65
2024.12.04 12:11:51,20333003069,Boom 900 Index,sell,out,0.2,9777.968,20300018928,0,0,0,0.87,87.52
2024.12.04 13:30:53,20333059211,Crash 900 Index,sell,in,0.2,13174.676,20300074530,0,0,0,0,87.52
2024.12.04 13:30:55,20333059235,Crash 900 Index,sell,in,0.2,13174.723,20300074550,0,0,0,0,87.52
2024.12.04 13:30:56,20333059253,Crash 900 Index,sell,in,0.2,13174.743,20300074571,0,0,0,0,87.52
2024.12.04 13:30:58,20333059278,Crash 900 Index,sell,in,0.2,13174.797,20300074587,0,0,0,0,87.52
2024.12.04 13:31:00,20333059302,Crash 900 Index,sell,in,0.2,13174.825,20300074613,0,0,0,0,87.52
2024.12.04 13:59:06,20333078382,Crash 900 Index,buy,out,0.2,13200.651,20300093655,0,0,0,-5.2,82.32
2024.12.04 13:59:06,20333078384,Crash 900 Index,buy,out,0.2,13200.651,20300093656,0,0,0,-5.19,77.13
2024.12.04 13:59:06,20333078385,Crash 900 Index,buy,out,0.2,13200.651,20300093657,0,0,0,-5.18,71.95
2024.12.04 13:59:06,20333078386,Crash 900 Index,buy,out,0.2,13200.651,20300093658,0,0,0,-5.17,66.78
2024.12.04 13:59:06,20333078387,Crash 900 Index,buy,out,0.2,13200.651,20300093659,0,0,0,-5.17,61.61
2024.12.04 14:02:12,20333080423,Crash 900 Index,sell,in,0.2,13192.756,20300095676,0,0,0,0,61.61
2024.12.04 14:02:13,20333080426,Crash 900 Index,sell,in,0.2,13192.772,20300095685,0,0,0,0,61.61
2024.12.04 14:02:14,20333080445,Crash 900 Index,sell,in,0.2,13192.782,20300095700,0,0,0,0,61.61
2024.12.04 14:02:15,20333080447,Crash 900 Index,sell,in,0.2,13192.793,20300095711,0,0,0,0,61.61
2024.12.04 14:02:17,20333080466,Crash 900 Index,sell,in,0.2,13192.826,20300095724,0,0,0,0,61.61
2024.12.04 14:05:46,20333083129,Crash 1000 Index,sell,in,0.2,5484.8139,20300079626,0,0,0,0,61.61
2024.12.04 14:06:01,20333083239,Crash 1000 Index,sell,in,0.2,5484.9169,20300079515,0,0,0,0,61.61
2024.12.04 14:06:01,20333083241,Crash 1000 Index,sell,in,0.2,5484.9169,20300086519,0,0,0,0,61.61
2024.12.04 14:06:01,20333083242,Crash 1000 Index,sell,in,0.2,5484.9169,20300086628,0,0,0,0,61.61
2024.12.04 14:06:05,20333083300,Crash 1000 Index,sell,in,0.2,5484.9349,20300086244,0,0,0,0,61.61
2024.12.04 14:06:11,20333083339,Crash 1000 Index,sell,in,0.2,5484.9719,20300085976,0,0,0,0,61.61
2024.12.04 14:06:19,20333083430,Crash 1000 Index,sell,in,0.2,5485.0079,20300086335,0,0,0,0,61.61
2024.12.04 14:09:01,20333085463,Crash 1000 Index,sell,in,0.2,5485.0699,20300079698,0,0,0,0,61.61
2024.12.04 14:09:07,20333085558,Crash 1000 Index,sell,in,0.2,5485.1209,20300086151,0,0,0,0,61.61
2024.12.04 14:09:08,20333085563,Crash 1000 Index,sell,in,0.2,5485.1239,20300079792,0,0,0,0,61.61
2024.12.04 14:20:34,20333093361,Crash 1000 Index,buy,out,0.2,5489.2951,20300108491,0,0,0,-0.88,60.73
2024.12.04 14:20:34,20333093362,Crash 1000 Index,buy,out,0.2,5489.2951,20300108492,0,0,0,-0.9,59.83
2024.12.04 14:20:34,20333093363,Crash 1000 Index,buy,out,0.2,5489.2951,20300108493,0,0,0,-0.85,58.98
2024.12.04 14:20:34,20333093364,Crash 1000 Index,buy,out,0.2,5489.2951,20300108494,0,0,0,-0.83,58.15
2024.12.04 14:20:34,20333093365,Crash 1000 Index,buy,out,0.2,5489.2951,20300108495,0,0,0,-0.86,57.29
2024.12.04 14:20:34,20333093366,Crash 1000 Index,buy,out,0.2,5489.2951,20300108496,0,0,0,-0.83,56.46
2024.12.04 14:20:34,20333093367,Crash 1000 Index,buy,out,0.2,5489.2951,20300108497,0,0,0,-0.87,55.59
2024.12.04 14:20:34,20333093368,Crash 1000 Index,buy,out,0.2,5489.2951,20300108498,0,0,0,-0.86,54.73
2024.12.04 14:20:34,20333093369,Crash 1000 Index,buy,out,0.2,5489.2951,20300108499,0,0,0,-0.88,53.85
2024.12.04 14:20:34,20333093370,Crash 1000 Index,buy,out,0.2,5489.2951,20300108500,0,0,0,-0.88,52.97
2024.12.04 14:29:35,20333099484,Crash 1000 Index,sell,in,0.2,5489.3809,20300112137,0,0,0,0,52.97
2024.12.04 14:29:40,20333099512,Crash 1000 Index,sell,in,0.2,5489.4099,20300112418,0,0,0,0,52.97
2024.12.04 14:29:40,20333099513,Crash 1000 Index,sell,in,0.2,5489.4099,20300112497,0,0,0,0,52.97
2024.12.04 14:29:40,20333099514,Crash 1000 Index,sell,in,0.2,5489.4099,20300112788,0,0,0,0,52.97
2024.12.04 14:29:42,20333099547,Crash 1000 Index,sell,in,0.2,5489.4279,20300112213,0,0,0,0,52.97
2024.12.04 14:29:42,20333099548,Crash 1000 Index,sell,in,0.2,5489.4279,20300112322,0,0,0,0,52.97
2024.12.04 14:29:44,20333099571,Crash 1000 Index,sell,in,0.2,5489.4339,20300112634,0,0,0,0,52.97
2024.12.04 14:29:46,20333099599,Crash 1000 Index,sell,in,0.2,5489.4499,20300112563,0,0,0,0,52.97
2024.12.04 14:29:46,20333099600,Crash 1000 Index,sell,in,0.2,5489.4499,20300112696,0,0,0,0,52.97
2024.12.04 14:29:50,20333099661,Crash 1000 Index,sell,in,0.2,5489.4729,20300112740,0,0,0,0,52.97
2024.12.04 14:43:57,20333110346,Crash 1000 Index,sell,in,0.2,5494.3069,20300109334,0,0,0,0,52.97
2024.12.04 14:49:16,20333113459,Crash 1000 Index,buy,out,0.2,5496.2761,20300128358,0,0,0,-0.39,52.58
2024.12.04 14:49:16,20333113460,Crash 1000 Index,buy,out,0.2,5496.2761,20300128359,0,0,0,-1.38,51.2
2024.12.04 14:49:16,20333113461,Crash 1000 Index,buy,out,0.2,5496.2761,20300128360,0,0,0,-1.37,49.83
2024.12.04 14:49:16,20333113462,Crash 1000 Index,buy,out,0.2,5496.2761,20300128361,0,0,0,-1.37,48.46
2024.12.04 14:49:16,20333113463,Crash 1000 Index,buy,out,0.2,5496.2761,20300128362,0,0,0,-1.37,47.09
2024.12.04 14:49:16,20333113464,Crash 1000 Index,buy,out,0.2,5496.2761,20300128363,0,0,0,-1.37,45.72
2024.12.04 14:49:16,20333113465,Crash 1000 Index,buy,out,0.2,5496.2761,20300128364,0,0,0,-1.37,44.35
2024.12.04 14:49:16,20333113466,Crash 1000 Index,buy,out,0.2,5496.2761,20300128365,0,0,0,-1.37,42.98
2024.12.04 14:49:16,20333113467,Crash 1000 Index,buy,out,0.2,5496.2761,20300128366,0,0,0,-1.37,41.61
2024.12.04 14:49:16,20333113468,Crash 1000 Index,buy,out,0.2,5496.2761,20300128367,0,0,0,-1.36,40.25
2024.12.04 14:49:16,20333113469,Crash 1000 Index,buy,out,0.2,5496.2761,20300128368,0,0,0,-1.37,38.88
2024.12.04 16:08:07,20333168977,Crash 1000 Index,sell,in,0.2,5498.1909,20300183480,0,0,0,0,38.88
2024.12.04 16:08:08,20333168998,Crash 1000 Index,sell,in,0.2,5498.1949,20300183484,0,0,0,0,38.88
2024.12.04 16:08:08,20333168999,Crash 1000 Index,sell,in,0.2,5498.1949,20300183493,0,0,0,0,38.88
2024.12.04 16:26:24,20333181522,Crash 900 Index,buy,out,0.2,13145.691,20300195908,0,0,0,9.43,48.31
2024.12.04 16:26:31,20333181586,Crash 1000 Index,buy,out,0.2,5493.0471,20300195977,0,0,0,1.03,49.34
2024.12.04 16:26:33,20333181599,Crash 1000 Index,buy,out,0.2,5493.0611,20300196002,0,0,0,1.03,50.37
2024.12.04 16:26:35,20333181624,Crash 1000 Index,buy,out,0.2,5493.0671,20300196023,0,0,0,1.02,51.39
2024.12.04 16:47:49,20333196481,Crash 1000 Index,sell,in,0.2,5499.9439,20300199419,0,0,0,0,51.39
2024.12.04 16:47:50,20333196497,Crash 1000 Index,sell,in,0.2,5499.9489,20300198684,0,0,0,0,51.39
2024.12.04 16:47:54,20333196533,Crash 1000 Index,sell,in,0.2,5499.9749,20300198917,0,0,0,0,51.39
2024.12.04 16:47:54,20333196534,Crash 1000 Index,sell,in,0.2,5499.9749,20300199678,0,0,0,0,51.39
2024.12.04 16:47:55,20333196546,Crash 1000 Index,sell,in,0.2,5499.9819,20300197904,0,0,0,0,51.39
2024.12.04 16:47:55,20333196547,Crash 1000 Index,sell,in,0.2,5499.9819,20300198108,0,0,0,0,51.39
2024.12.04 16:47:55,20333196548,Crash 1000 Index,sell,in,0.2,5499.9819,20300198341,0,0,0,0,51.39
2024.12.04 16:48:02,20333196630,Crash 1000 Index,sell,in,0.2,5500.0179,20300199879,0,0,0,0,51.39
2024.12.04 16:48:03,20333196647,Crash 1000 Index,sell,in,0.2,5500.0269,20300199091,0,0,0,0,51.39
2024.12.04 16:48:07,20333196692,Crash 1000 Index,sell,in,0.2,5500.0539,20300197800,0,0,0,0,51.39
2024.12.04 16:49:11,20333197299,Crash 1000 Index,sell,in,0.2,5500.4489,20300211641,0,0,0,0,51.39
2024.12.04 16:49:12,20333197302,Crash 1000 Index,sell,in,0.2,5500.4499,20300211647,0,0,0,0,51.39
2024.12.04 16:49:12,20333197303,Crash 1000 Index,sell,in,0.2,5500.4499,20300211655,0,0,0,0,51.39
2024.12.04 16:49:13,20333197330,Crash 1000 Index,sell,in,0.2,5500.4569,20300211671,0,0,0,0,51.39
2024.12.04 18:12:14,20333251542,Crash 1000 Index,buy,out,0.2,5488.6901,20300265362,0,0,0,2.27,53.66
2024.12.04 18:12:17,20333251576,Crash 1000 Index,buy,out,0.2,5488.7081,20300265405,0,0,0,2.25,55.91
2024.12.04 18:12:20,20333251608,Crash 1000 Index,buy,out,0.2,5488.7161,20300265426,0,0,0,2.25,58.16
2024.12.04 18:12:21,20333251617,Crash 1000 Index,buy,out,0.2,5488.7271,20300265445,0,0,0,2.25,60.41
2024.12.04 18:12:23,20333251663,Crash 1000 Index,buy,out,0.2,5488.7461,20300265483,0,0,0,2.24,62.65
2024.12.04 18:12:26,20333251693,Crash 1000 Index,buy,out,0.2,5488.7711,20300265513,0,0,0,2.24,64.89
2024.12.04 18:12:34,20333251786,Crash 1000 Index,buy,out,0.2,5488.8111,20300265605,0,0,0,2.24,67.13
2024.12.04 18:12:36,20333251810,Crash 1000 Index,buy,out,0.2,5488.8291,20300265621,0,0,0,2.22,69.35
2024.12.04 18:12:38,20333251825,Crash 1000 Index,buy,out,0.2,5488.8401,20300265631,0,0,0,2.23,71.58
2024.12.04 18:12:40,20333251847,Crash 1000 Index,buy,out,0.2,5488.8491,20300265663,0,0,0,2.23,73.81
2024.12.04 18:12:42,20333251859,Crash 1000 Index,buy,out,0.2,5488.8661,20300265673,0,0,0,2.32,76.13
2024.12.04 18:12:44,20333251871,Crash 1000 Index,buy,out,0.2,5488.8811,20300265694,0,0,0,2.31,78.44
2024.12.04 18:12:46,20333251894,Crash 1000 Index,buy,out,0.2,5488.8831,20300265706,0,0,0,2.31,80.75
2024.12.04 18:12:50,20333251928,Crash 1000 Index,buy,out,0.2,5488.9031,20300265746,0,0,0,2.31,83.06
2024.12.04 18:48:59,20333276456,Crash 900 Index,sell,in,0.2,13192.642,20300280789,0,0,0,0,83.06
2024.12.04 19:58:32,20333321105,Crash 900 Index,sell,in,0.2,13216.035,20300262680,0,0,0,0,83.06
2024.12.04 19:58:53,20333321393,Crash 900 Index,sell,in,0.2,13216.396,20300262227,0,0,0,0,83.06
2024.12.04 19:59:02,20333321563,Crash 900 Index,sell,in,0.2,13216.516,20300261875,0,0,0,0,83.06
2024.12.04 20:29:38,20333340827,Crash 900 Index,buy,out,0.2,13223.572,20300354023,0,0,0,-1.44,81.62
2024.12.04 20:29:44,20333340879,Crash 900 Index,buy,out,0.2,13223.698,20300354075,0,0,0,-6.19,75.43
2024.12.04 20:29:44,20333340881,Crash 900 Index,buy,out,0.2,13223.698,20300354076,0,0,0,-6.19,69.24
2024.12.04 20:29:44,20333340882,Crash 900 Index,buy,out,0.2,13223.698,20300354077,0,0,0,-6.18,63.06
2024.12.04 20:29:44,20333340883,Crash 900 Index,buy,out,0.2,13223.698,20300354078,0,0,0,-6.18,56.88
2024.12.04 20:29:44,20333340884,Crash 900 Index,buy,out,0.2,13223.698,20300354079,0,0,0,-1.53,55.35
2024.12.04 20:29:49,20333340934,Crash 900 Index,buy,out,0.2,13223.807,20300354117,0,0,0,-6.23,49.12
2024.12.04 20:30:01,20333341028,Crash 900 Index,buy,out,0.2,13224.041,20300354196,0,0,0,-1.51,47.61
2024.12.04 22:38:09,20333420763,Boom 1000 Index,buy,in,0.2,20494.457,20300269518,0,0,0,0,47.61
2024.12.04 22:38:09,20333420764,Boom 1000 Index,buy,in,0.2,20494.457,20300271193,0,0,0,0,47.61
2024.12.04 22:38:36,20333420975,Boom 1000 Index,buy,in,0.2,20493.958,20300270519,0,0,0,0,47.61
2024.12.04 22:38:53,20333421058,Boom 1000 Index,buy,in,0.2,20493.494,20300270198,0,0,0,0,47.61
2024.12.04 22:38:53,20333421059,Boom 1000 Index,buy,in,0.2,20493.494,20300270877,0,0,0,0,47.61
2024.12.04 22:38:53,20333421060,Boom 1000 Index,buy,in,0.2,20493.494,20300272118,0,0,0,0,47.61
2024.12.04 22:44:33,20333423344,Boom 1000 Index,sell,out,0.2,20484.334,20300423902,0,0,0,-1.83,45.78
2024.12.04 22:44:35,20333423354,Boom 1000 Index,sell,out,0.2,20484.309,20300423907,0,0,0,-2.03,43.75
2024.12.04 22:44:47,20333423411,Boom 1000 Index,sell,out,0.2,20484.044,20300423960,0,0,0,-1.89,41.86
2024.12.04 22:45:05,20333423527,Boom 1000 Index,sell,out,0.2,20483.731,20300424086,0,0,0,-1.95,39.91
2024.12.04 22:45:27,20333423656,Boom 1000 Index,sell,out,0.2,20483.369,20300424216,0,0,0,-2.22,37.69
2024.12.04 22:45:41,20333423734,Boom 1000 Index,sell,out,0.2,20483.011,20300424300,0,0,0,-2.19,35.5
2024.12.04 23:37:29,20333444974,Boom 1000 Index,buy,in,0.2,20421.25,20300424328,0,0,0,0,35.5
2024.12.04 23:37:40,20333445034,Boom 1000 Index,buy,in,0.2,20420.995,20300424450,0,0,0,0,35.5
2024.12.04 23:37:49,20333445063,Boom 1000 Index,buy,in,0.2,20420.826,20300424558,0,0,0,0,35.5
2024.12.04 23:37:59,20333445096,Boom 1000 Index,buy,in,0.2,20420.62,20300424224,0,0,0,0,35.5
2024.12.04 23:38:09,20333445128,Boom 1000 Index,buy,in,0.2,20420.375,20300424487,0,0,0,0,35.5
2024.12.04 23:52:25,20333449241,Boom 1000 Index,sell,out,0.2,20401.618,20300449719,0,0,0,-3.93,31.57
2024.12.04 23:55:54,20333450370,Boom 1000 Index,sell,out,0.2,20397.383,20300450880,0,0,0,-4.72,26.85
2024.12.05 00:00:31,20333451601,Boom 1000 Index,sell,out,0.2,20391.701,20300452171,0,0,0,-5.83,21.02
2024.12.05 00:17:01,20333457513,Boom 1000 Index,sell,out,0.2,20383.236,20300458023,0,0,0,-7.48,13.54
2024.12.05 07:48:09,20333654439,,balance,,,,,0,0,0,32.37,45.91
2024.12.05 07:58:28,20333661649,Boom 1000 Index,buy,in,0.2,20419.939,20300642522,0,0,0,0,45.91
2024.12.05 08:34:37,20333691531,Boom 1000 Index,buy,in,0.2,20376.098,20300681403,0,0,0,0,45.91
2024.12.05 09:13:27,20333731698,Boom 1000 Index,sell,out,0.2,20367.713,20300721703,0,0,0,-10.45,35.46
2024.12.05 09:14:23,20333732431,Boom 1000 Index,sell,out,0.2,20366.851,20300722360,0,0,0,-10.7,24.76
2024.12.05 09:15:03,20333733002,Boom 1000 Index,sell,out,0.2,20366.013,20300722907,0,0,0,-2.02,22.74
2024.12.05 09:19:32,20333737282,Boom 1000 Index,buy,in,0.5,20400.995,20300726669,0,0,0,0,22.74
2024.12.05 10:00:25,20333768514,,balance,,,,,0,0,0,23.33,46.07
2024.12.05 10:06:08,20333773283,Volatility 50 Index,buy,in,4,310.7969,20300761574,0,0,0,0,46.07
2024.12.05 10:06:14,20333773350,Volatility 50 Index,buy,in,4,310.6977,20300761640,0,0,0,0,46.07
2024.12.05 10:06:16,20333773403,Volatility 50 Index,buy,in,4,310.6674,20300761688,0,0,0,0,46.07
2024.12.05 10:06:28,20333773561,Volatility 50 Index,buy,in,4,310.5815,20300761846,0,0,0,0,46.07
2024.12.05 10:06:36,20333773672,Volatility 50 Index,buy,in,4,310.5476,20300761969,0,0,0,0,46.07
2024.12.05 11:01:49,20333817901,Boom 1000 Index,sell,out,0.5,20401.1,20300803819,0,0,0,0.05,46.12
2024.12.05 11:07:55,20333822895,Boom 1000 Index,buy,in,0.5,20420.578,20300808262,0,0,0,0,46.12
2024.12.05 11:21:57,20333834298,Boom 1000 Index,sell,out,0.5,20420.328,20300818580,0,0,0,-0.13,45.99
2024.12.05 11:25:02,20333836401,Boom 1000 Index,buy,in,0.5,20443.843,20300820650,0,0,0,0,45.99
2024.12.05 11:39:04,20333845846,Crash 1000 Index,sell,in,0.2,5557.8849,20300829954,0,0,0,0,45.99
2024.12.05 11:39:22,20333846030,Crash 1000 Index,sell,in,0.2,5557.9769,20300830134,0,0,0,0,45.99
2024.12.05 11:39:26,20333846075,Crash 1000 Index,sell,in,0.2,5557.9819,20300830175,0,0,0,0,45.99
2024.12.05 11:39:29,20333846107,Crash 1000 Index,sell,in,0.2,5558.0059,20300830207,0,0,0,0,45.99
2024.12.05 11:39:32,20333846135,Crash 1000 Index,sell,in,0.2,5558.0389,20300830235,0,0,0,0,45.99
2024.12.05 11:44:07,20333850004,Boom 1000 Index,buy,in,0.5,20441.274,20300834041,0,0,0,0,45.99
2024.12.05 11:57:20,20333859497,Volatility 50 Index,sell,out,4,312.9943,20300843383,0,0,0,8.79,54.78
2024.12.05 11:57:20,20333859501,Volatility 50 Index,sell,out,4,312.9943,20300843384,0,0,0,9.19,63.97
2024.12.05 11:57:20,20333859505,Volatility 50 Index,sell,out,4,312.9943,20300843385,0,0,0,9.31,73.28
2024.12.05 11:57:20,20333859506,Volatility 50 Index,sell,out,4,312.9943,20300843386,0,0,0,9.65,82.93
